TaxID	Scientific Name	CLARK	Kaiju	Kraken
195248	Synechococcus sp. PCC 8807	NA	1	NA
195253	Synechococcus sp. PCC 6312	1	11	NA
195498	Synechococcus sp. PCC 7117	1	6	NA
195522	Thermococcus nautili	NA	6	NA
1955558	Noumeavirus	NA	1	NA
195950	Tannerella	NA	506	NA
196	Campylobacter fetus	10	44	10
196117	Methanocaldococcaceae	NA	1	NA
196118	Methanocaldococcus	NA	9	NA
196119	Methanotorris	NA	2	NA
1961362	Sphingomonas sp. NIC1	1	NA	NA
196162	Nocardioides sp. JS614	5	21	NA
196164	Corynebacterium efficiens YS-314	NA	27	NA
1961713	Streptomyces sp. MOE7	2	NA	NA
1963360	Parachlamydiales	NA	4	NA
1964449	Streptomyces sp. 3211	1	NA	NA
1965231	Campylobacter pinnipediorum	19	NA	11
1965384	Erwinia virus Ea214	NA	1	NA
1967665	Colwellia sp. NB097-1	7	1	NA
196894	unclassified Siphoviridae	NA	200	NA
196895	unclassified Podoviridae	NA	2	NA
196896	unclassified Myoviridae	NA	12	NA
196914	Actinoplanes friuliensis	16	NA	14
197	Campylobacter jejuni	558	34	60
1970189	Marinilabiliales	NA	25	NA
1971	Streptomyces noursei	1	NA	NA
1971364	Halomonas sp. GT	3	69	NA
197162	Deferribacter desulfuricans	9	NA	NA
1972192	Actinomyces sp. pika_114	157	258	146
197221	Thermosynechococcus elongatus BP-1	NA	7	NA
1972846	Streptomyces sp. Sge12	NA	6	NA
1974213	Prosthecochloris sp. HL-130-GSB	4	16	NA
197614	Streptococcus pasteurianus	47	NA	50
1978339	Chromatiaceae bacterium 2141T.STBD.0c.01a	2	40	NA
1978566	Cryobacterium sp. LW097	11	13	NA
198	Campylobacter hyointestinalis	8	18	NA
1980001	Cellulosimicrobium sp. TH-20	13	13	12
198107	Azoarcus sp. CIB	10	29	NA
198110	Pseudomonas phage 201phi2-1	NA	17	NA
1981173	Rhizobium sp. NXC14	NA	8	NA
1981174	Pseudomonas sp. M30-35	11	15	11
198214	Shigella flexneri 2a str. 301	NA	1	NA
1982243	P12002virus	NA	3	NA
1982244	P12024virus	NA	3	NA
1982367	Pepy6virus	NA	228	NA
198252	Candidatus Pelagibacter ubique	1	NA	NA
1982584	Streptococcus virus Cp1	NA	NA	15
1982594	Luz7virus	NA	3	NA
198467	Anoxybacillus gonensis	2	8	NA
1985181	Tsarbombavirus	NA	1	NA
198541	Streptococcus phage 315.4	NA	6	NA
1985873	Sulfuriferula sp. AH1	7	28	NA
198620	Pseudomonas koreensis	11	18	11
1986204	Brevefilum fermentans	1	17	NA
1986224	Sulfurospirillum sp. SL2-1	2	13	NA
198628	Dickeya dadantii 3937	NA	5	NA
1986952	Sphingobacteriaceae bacterium GW460-11-11-14-LB5	10	161	NA
1987723	Cellvibrio sp. PSBB006	30	22	29
198804	Buchnera aphidicola str. Sg (Schizaphis graminum)	NA	3	NA
199	Campylobacter concisus	4228	1770	4240
199201	Pseudomonas syringae pv. lapsa	NA	1	NA
199441	Bacillus krulwichiae	15	13	17
199596	Methylocella silvestris	2	NA	NA
2	Bacteria	NA	22511	NA
200	Campylobacter curvus	56	NA	52
2001	Streptosporangium roseum	13	NA	12
2003121	Sphingobacterium sp. G1-14	11	40	12
2004	Streptosporangiaceae	NA	1	NA
200450	Pseudomonas trivialis	4	1	NA
200451	Pseudomonas poae	1	NA	NA
2005046	Stenotrophomonas sp. WZN-1	3	NA	NA
2005525	Tannerellaceae	NA	443	NA
2005703	Enterococcus sp. MN05	26	86	NA
2006	Thermobispora bispora	5	NA	NA
200643	Bacteroidia	NA	1604	NA
200644	Flavobacteriales	NA	250	NA
200667	Flammeovirgaceae	NA	4	NA
200795	Chloroflexi	NA	3	NA
2008794	Zoogloeaceae	NA	36	NA
2009331	Bacillus sp. MD-5	NA	1	NA
200991	Planococcus rifietoensis	1	6	NA
201	Campylobacter lari	10	4	10
201174	Actinobacteria	NA	123	NA
2013	Nocardiopsis	NA	4	NA
2014	Nocardiopsis dassonvillei	10	26	10
2020	Thermomonospora curvata	8	NA	NA
2021	Thermobifida fusca	6	NA	NA
202746	Sulfurimonas	NA	1	NA
202747	Sulfurimonas autotrophica	3	NA	NA
202752	Listeria ivanovii subsp. londoniensis	NA	8	NA
202907	Collimonas	NA	39	NA
202947	Actinobacillus equuli subsp. equuli	NA	443	NA
203119	Ruminiclostridium thermocellum ATCC 27405	NA	2	NA
203122	Saccharophagus degradans 2-40	NA	27	NA
203123	Oenococcus oeni PSU-1	NA	27	NA
203124	Trichodesmium erythraeum IMS101	NA	21	NA
203135	Halomicrobium	NA	3	NA
203263	Corynebacterium aquilae	26	NA	25
203275	Tannerella forsythia 92A2	NA	1085	NA
2033	Microbacterium testaceum	3	NA	NA
2034	Curtobacterium	NA	17	NA
203491	Fusobacteriales	NA	304	NA
203492	Fusobacteriaceae	NA	60	NA
203682	Planctomycetes	NA	2	NA
203692	Spirochaetia	NA	4	NA
203804	Candidatus Blochmannia	NA	5	NA
2039	Tropheryma whipplei	NA	12	NA
203907	Candidatus Blochmannia floridanus	5	12	NA
204037	Dickeya	NA	33	NA
204038	Dickeya dadantii	15	NA	13
204042	Dickeya zeae	20	7	21
2041	Aeromicrobium erythreum	9	18	10
204434	Acidobacteriaceae	NA	12	NA
204441	Rhodospirillales	NA	7	NA
204457	Sphingomonadales	NA	38	NA
2045	Pimelobacter simplex	23	42	21
204536	Sulfurihydrogenibium azorense Az-Fu1	NA	9	NA
204669	Candidatus Koribacter versatilis Ellin345	NA	35	NA
2047	Rothia dentocariosa	3162	NA	3149
204773	Herminiimonas arsenicoxydans	8	17	NA
2049	Actinomycetaceae	NA	170	NA
2051	Mobiluncus curtisii	30	NA	30
2053	Gordonia	NA	14	NA
2054	Gordonia bronchialis	5	NA	NA
2055	Gordonia terrae	5	8	NA
2057	Sphaerobacter thermophilus	4	NA	NA
205844	Novosphingobium pentaromativorans	2	NA	NA
205913	Bifidobacterium longum DJO10A	NA	1	NA
205914	Haemophilus somnus 129PT	NA	79	NA
2061	Tsukamurella paurometabola	3	NA	NA
2062	Streptomycetaceae	NA	3	NA
206351	Neisseriales	NA	738	NA
206379	Nitrosomonadaceae	NA	9	NA
206389	Rhodocyclales	NA	30	NA
206403	Sulfurovum lithotrophicum	NA	13	NA
2066	Kitasatospora setae	7	NA	NA
206662	Streptomyces sp. FR-008	16	NA	25
2070	Pseudonocardiaceae	NA	25	NA
207559	Desulfovibrio alaskensis G20	NA	24	NA
208216	Parvularcula bermudensis	2	NA	NA
208223	Kosakonia cowanii	5	6	NA
208224	Enterobacter kobei	1	NA	NA
208226	Alkaliphilus metalliredigens	10	NA	NA
208435	Streptococcus agalactiae 2603V/R	NA	22	NA
208439	Amycolatopsis japonica	1	5	NA
208596	Carnobacterium sp. 17-4	18	56	14
208962	Escherichia albertii	14	7	14
209	Helicobacter	NA	92	NA
209053	Capnocytophaga sp. ChDC OS43	11346	NA	NA
2092	Mycoplasmataceae	NA	4	NA
2093	Mycoplasma	NA	166	NA
2094	Mycoplasma arginini	11	49	NA
2095	Mycoplasma capricolum	2	1	NA
2096	Mycoplasma gallisepticum	18	12	NA
2097	Mycoplasma genitalium	1	3	NA
2098	Mycoplasma hominis	22	67	22
209854	Maize fine streak nucleorhabdovirus	NA	1	NA
2099	Mycoplasma hyopneumoniae	3	6	NA
210	Helicobacter pylori	15	75	16
2100	Mycoplasma hyorhinis	6	12	NA
210007	Streptococcus mutans UA159	NA	15	NA
2102	Mycoplasma mycoides	5	2	NA
2103	Mycoplasma mycoides subsp. mycoides	NA	2	NA
2104	Mycoplasma pneumoniae	2	3	NA
2105	Mycoplasma leachii	1	NA	NA
2107	Mycoplasma pulmonis	5	NA	NA
2109	Mycoplasma synoviae	3	9	NA
2110	Mycoplasma agalactiae	1	8	NA
2111	Mycoplasma arthritidis	17	NA	17
211110	Streptococcus agalactiae NEM316	NA	30	NA
2113	Mycoplasma californicum	6	19	NA
2115	Mycoplasma fermentans	9	14	NA
211586	Shewanella oneidensis MR-1	NA	11	NA
2118	Mycoplasma mobile	5	NA	NA
212035	Acanthamoeba polyphaga mimivirus	23	4	NA
2123	Mycoplasma putrefaciens	1	11	NA
212663	Vibrio tasmaniensis	7	NA	NA
212717	Clostridium tetani E88	NA	3	NA
212767	Mycobacterium sp. JS623	2	23	NA
212790	Sulfurihydrogenibium	NA	6	NA
2128	Mycoplasma flocculare	2	NA	NA
2129	Ureaplasma	NA	3	NA
213	Helicobacter cinaedi	3	6	NA
2130	Ureaplasma urealyticum	3	NA	NA
213115	Desulfovibrionales	NA	19	NA
213118	Desulfobacterales	NA	4	NA
213119	Desulfobacteraceae	NA	4	NA
213121	Desulfobulbaceae	NA	4	NA
2132	Spiroplasma	NA	52	NA
2133	Spiroplasma citri	1	10	NA
213421	Desulfuromonadaceae	NA	6	NA
213462	Syntrophobacterales	NA	1	NA
213554	Halomonas campaniensis	11	3	11
213849	Campylobacterales	NA	73	NA
214	Helicobacter felis	1	NA	NA
2145	Spiroplasma taiwanense	4	NA	NA
2147	Acholeplasma	NA	3	NA
2148	Acholeplasma laidlawii	2	NA	NA
214856	Alistipes finegoldii	194	NA	174
2151	Mesoplasma florum	11	11	10
215591	Treponema caldarium	11	NA	NA
215689	Erwinia sp. Ejp617	2	9	NA
2157	Archaea	NA	21	NA
215743	Roseovarius mucosus	1	13	NA
215813	Dinoroseobacter shibae	2	NA	NA
2159	Methanobacteriaceae	NA	7	NA
2160	Methanobacterium	NA	7	NA
216142	Pseudomonas rhizosphaerae	1	3	NA
2162	Methanobacterium formicicum	NA	16	NA
216389	Dehalococcoides mccartyi BAV1	NA	1	NA
216432	Croceibacter atlanticus HTCC2559	NA	94	NA
216465	Polaromonas naphthalenivorans	15	NA	11
216592	Escherichia coli 042	NA	3	NA
216594	Mycobacterium marinum M	NA	1	NA
216595	Pseudomonas fluorescens SBW25	NA	2	NA
216596	Rhizobium leguminosarum bv. viciae 3841	NA	2	NA
216778	Stenotrophomonas rhizophila	4	17	NA
216816	Bifidobacterium longum	18	26	16
216895	Vibrio vulnificus CMCP6	NA	1	NA
216933	Spiroplasma chrysopicola	3	NA	NA
216935	Spiroplasma culicicola	3	NA	NA
216938	Spiroplasma helicoides	5	5	NA
216942	Spiroplasma litorale	6	6	NA
216944	Spiroplasma sabaudiense	1	NA	NA
216945	Spiroplasma syrphidicola	4	NA	NA
216946	Spiroplasma turonicum	2	4	NA
217	Helicobacter mustelae	7	NA	NA
217159	Clostridium carboxidivorans	13	NA	10
2172	Methanobrevibacter	NA	45	NA
217204	Achromobacter insolitus	13	6	10
2173	Methanobrevibacter smithii	156	6	NA
2175	Methanohalophilus	NA	12	NA
2177	Methanohalophilus halophilus	NA	6	NA
2182	Methanococcales	NA	2	NA
2184	Methanococcus	NA	3	NA
218491	Pectobacterium atrosepticum SCRI1043	NA	4	NA
218493	Salmonella bongori NCTC 12419	NA	3	NA
218495	Streptococcus uberis 0140J	NA	78	NA
218496	Tropheryma whipplei TW08/27	NA	3	NA
2191	Methanomicrobiales	NA	3	NA
2192	Methanocorpusculum	NA	5	NA
219334	Lactobacillus casei subsp. casei ATCC 393	NA	3	NA
2194	Methanomicrobiaceae	NA	14	NA
219572	Pseudomonas antarctica	3	4	NA
22	Shewanella	NA	104	NA
2200	Methanoculleus thermophilus	NA	5	NA
2206	Methanosarcinaceae	NA	35	NA
220664	Pseudomonas protegens Pf-5	NA	1	NA
220668	Lactobacillus plantarum WCFS1	NA	1	NA
220697	Thalassospira xiamenensis	7	NA	NA
2207	Methanosarcina	NA	77	NA
2208	Methanosarcina barkeri	NA	8	NA
2209	Methanosarcina mazei	NA	10	NA
221027	Treponema putidum	162	250	161
221109	Oceanobacillus iheyensis HTE831	NA	23	NA
221822	Phaeobacter inhibens	3	NA	NA
221988	Mannheimia succiniciproducens MBEL55E	NA	1230	NA
222	Achromobacter	NA	54	NA
2220	Methanolobus	NA	1	NA
222136	Helicobacter sp. MIT 01-6242	NA	39	NA
222523	Bacillus cereus ATCC 10987	NA	2	NA
2226	Methanococcoides methylutens	NA	6	NA
222805	Mycobacterium chimaera	NA	4	NA
222984	Natrinema altunense	NA	1	NA
2232	Archaeoglobaceae	NA	1	NA
223283	[Pseudomonas syringae] pv. tomato str. DC3000	NA	3	NA
2234	Archaeoglobus fulgidus	NA	6	NA
2237	Haloarcula	NA	24	NA
2239	Halobacterium	NA	3	NA
223967	Methylobacterium populi	3	NA	NA
224027	Hydrogenothermaceae	NA	9	NA
2242	Halobacterium salinarum	NA	4	NA
224324	Aquifex aeolicus VF5	NA	61	NA
224471	Burkholderiales Genera incertae sedis	NA	27	NA
224719	Methanobrevibacter sp. AbM4	NA	2	NA
224756	Methanomicrobia	NA	13	NA
2249	Halococcus	NA	2	NA
2251	Haloferax	NA	35	NA
225143	Oceanisphaera	NA	9	NA
225194	Geobacter bemidjiensis	3	NA	NA
225326	Corynebacterium halotolerans	14	NA	15
225842	Formosa	NA	6	NA
225848	Shewanella psychrophila	7	5	NA
2259	Thermococcaceae	NA	17	NA
225937	Marinobacter adhaerens HP15	NA	2	NA
225992	Comamonas kerstersii	12	25	10
226	Alteromonas	NA	42	NA
2260	Pyrococcus	NA	2	NA
2261	Pyrococcus furiosus	NA	3	NA
226185	Enterococcus faecalis V583	NA	11	NA
226186	Bacteroides thetaiotaomicron VPI-5482	NA	285	NA
2263	Thermococcus	NA	17	NA
2267	Thermoproteaceae	NA	13	NA
2268	Thermofilum	NA	1	NA
226900	Bacillus cereus ATCC 14579	NA	1	NA
227290	Rhizobium/Agrobacterium group	NA	29	NA
227292	Sinorhizobium/Ensifer group	NA	1	NA
2275	Desulfurococcus mucosus	NA	1	NA
227598	Thermococcus celericrescens	NA	2	NA
227882	Streptomyces avermitilis MA-4680 = NBRC 14893	NA	24	NA
2279	Staphylothermus	NA	1	NA
227941	Chlamydophila caviae GPIC	NA	1	NA
228	Pseudoalteromonas haloplanktis	5	NA	NA
2284	Sulfolobus	NA	5	NA
228400	Haemophilus somnus 2336	NA	246	NA
228405	Hyphomonas neptunium ATCC 15444	NA	22	NA
228410	Nitrosomonas europaea ATCC 19718	NA	45	NA
2285	Sulfolobus acidocaldarius	NA	255	NA
2287	Sulfolobus solfataricus	NA	1	NA
228745	Thermovibrio ammonificans	4	NA	NA
229545	Aster yellows witches'-broom phytoplasma	1	NA	NA
230089	Photorhabdus temperata subsp. thracensis	NA	17	NA
2301	Thermoplasmatales	NA	1	NA
230158	Haemophilus phage Aaphi23	NA	1	NA
230355	Methanolacinia	NA	8	NA
230356	Methanolacinia paynteri	NA	3	NA
230361	Methanobrevibacter millerae	NA	21	NA
2307	Pyrodictiaceae	NA	1	NA
2309	Pyrodictium occultum	NA	5	NA
231454	Dyella	NA	15	NA
231455	Dyella japonica	12	NA	13
2316	Methanosphaera	NA	7	NA
232259	Belliella baltica	10	NA	NA
2325	Thermoanaerobacter kivui	5	5	NA
232721	Acidovorax sp. JS42	9	16	10
2330	Halanaerobium	NA	8	NA
233055	Desulfitobacterium dichloroeliminans	5	NA	NA
2331	Halanaerobium praevalens	8	NA	NA
233181	Kinetoplastibacterium blastocrithidii	4	3	NA
233316	Alteromonas stellipolaris	NA	3	NA
233412	Haemophilus ducreyi 35000HP	NA	4	NA
2335	Thermotoga	NA	40	NA
2336	Thermotoga maritima	NA	3	NA
234	Brucella	NA	5	NA
2342	Candidatus Sodalis pierantonius str. SOPE	NA	2	NA
234267	Candidatus Solibacter usitatus Ellin6076	NA	40	NA
234612	Streptomyces sp. TN58	2	4	NA
234621	Rhodococcus erythropolis PR4	NA	2	NA
234827	Candidatus Midichloria mitochondrii	2	NA	NA
234831	Pseudoalteromonas sp. SM9913	1	1	NA
235	Brucella abortus	8	NA	NA
2350	Haliscomenobacter hydrossis	23	NA	19
2352	Flexistipes sinusarabici	4	NA	NA
235279	Helicobacter hepaticus ATCC 51449	NA	6	NA
2358	Desulfomonile tiedjei	4	NA	NA
237	Flavobacterium	NA	218	NA
2371	Xylella fastidiosa	3	43	NA
237609	Pseudomonas alkylphenolica	11	10	NA
237610	Pseudomonas psychrotolerans	7	14	NA
238	Elizabethkingia meningoseptica	49	339	49
238834	Clostridium estertheticum	11	NA	11
239934	Akkermansia	NA	8	NA
239935	Akkermansia muciniphila	7	77	NA
24	Shewanella putrefaciens	6	NA	NA
240015	Acidobacterium capsulatum ATCC 51196	NA	23	NA
240426	Squirrelpox virus	NA	1	NA
240427	Lactobacillus paracollinoides	8	36	NA
240495	Pseudonocardia dioxanivorans	4	NA	NA
241244	Rummeliibacillus stabekisii	11	29	NA
241425	Crinalium epipsammum	3	NA	NA
2419	Thermotogales	NA	3	NA
2420	Thermosipho	NA	19	NA
2421	Thermosipho africanus	5	NA	NA
2422	Fervidobacterium	NA	18	NA
242231	Neisseria gonorrhoeae FA 1090	NA	37	NA
2423	Fervidobacterium islandicum	2	10	NA
2424	Fervidobacterium nodosum	1	NA	NA
2426	Teredinibacter turnerae	8	NA	NA
242619	Porphyromonas gingivalis W83	NA	92	NA
243090	Rhodopirellula baltica SH 1	NA	17	NA
243159	Acidithiobacillus ferrooxidans ATCC 23270	NA	2	NA
243164	Dehalococcoides mccartyi 195	NA	15	NA
243230	Deinococcus radiodurans R1	NA	13	NA
243232	Methanocaldococcus jannaschii DSM 2661	NA	2	NA
243233	Methylococcus capsulatus str. Bath	NA	29	NA
243243	Mycobacterium avium 104	NA	3	NA
243265	Photorhabdus luminescens subsp. laumondii TTO1	NA	26	NA
243272	Mycoplasma arthritidis 158L3-1	NA	93	NA
243275	Treponema denticola ATCC 35405	NA	600	NA
2433	Roseobacter	NA	6	NA
243365	Chromobacterium violaceum ATCC 12472	NA	26	NA
2434	Roseobacter denitrificans	8	NA	NA
243899	endosymbiont 'TC1' of Trimyema compressum	4	28	NA
244366	Klebsiella variicola	12	3	NA
244787	Nautilia profundicola	3	NA	NA
245188	Loktanella vestfoldensis	5	17	NA
246194	Carboxydothermus hydrogenoformans Z-2901	NA	43	NA
246195	Dichelobacter nodosus VCS1703A	NA	251	NA
246196	Mycobacterium smegmatis str. MC2 155	NA	2	NA
246197	Myxococcus xanthus DK 1622	NA	10	NA
246198	Prevotella intermedia 17	NA	3	NA
246200	Ruegeria pomeroyi DSS-3	NA	28	NA
246273	Wolbachia endosymbiont of Cimex lectularius	4	NA	NA
246432	Staphylococcus equorum	2	12	NA
246787	Bacteroides cellulosilyticus	166	1121	128
246969	Thermococcus sp. AM4	NA	1	NA
247156	Nocardia farcinica IFM 10152	NA	2	NA
247523	Pseudoalteromonas aliena	15	5	15
248026	Cupriavidus pinatubonensis	4	NA	NA
249265	Lactobacillus delbrueckii subsp. indicus	NA	2	NA
249402	Cardinium endosymbiont of Encarsia pergandiella	7	NA	NA
251221	Gloeobacter violaceus PCC 7421	NA	29	NA
251229	Chroococcidiopsis thermalis PCC 7203	NA	18	NA
251698	Pseudomonas syringae group genomosp. 2	NA	4	NA
251701	Pseudomonas syringae group genomosp. 3	3	NA	NA
252307	Robiginitalea biformata	4	NA	NA
252356	Maribacter	NA	29	NA
252514	Microbulbifer thermotolerans	12	25	10
252966	Mahella australiensis	1	NA	NA
252970	Paraburkholderia phenoliruptrix	2	NA	NA
253	Chryseobacterium indologenes	87	141	42
253239	Ethanoligenens harbinense	6	NA	NA
253245	Owenweeksia hongkongensis	16	NA	13
254250	Isoptericola	NA	5	NA
254945	Ehrlichia ruminantium str. Welgevonden	NA	3	NA
255247	Fictibacillus arsenicus	10	11	NA
255248	Leuconostoc garlicum	NA	2	NA
256319	Chlorobaculum	NA	10	NA
256618	Parvibaculum lavamentivorans	4	NA	NA
256701	Glutamicibacter arilaitensis	11	NA	NA
257708	Roseomonas gilardii	16	33	13
257758	Streptococcus pseudopneumoniae	21334	NA	22795
258224	Corynebacterium resistens	4	NA	NA
258594	Rhodopseudomonas palustris CGA009	NA	3	NA
259354	Desulfatibacillum alkenivorans	4	NA	NA
259536	Psychrobacter arcticus 273-4	NA	1	NA
259537	Dechloromonas aromatica	16	NA	14
259564	Methanococcoides burtonii DSM 6242	NA	14	NA
259901	Staphylococcus phage 77	NA	10	NA
260149	Aeromonas virus 65	NA	1	NA
260552	Microbulbifer agarilyticus	6	11	NA
260714	Campylobacter insulaenigrae	6	NA	NA
261164	Psychrobacter alimentarius	3	19	NA
261292	Nitrosomonas sp. Is79A3	2	20	NA
261302	Paraburkholderia phytofirmans	4	NA	NA
261317	Buchnera aphidicola (Cinara tujafilina)	NA	1	NA
261963	Kangiella	NA	18	NA
261964	Kangiella koreensis	17	NA	12
262	Francisella	NA	35	NA
262324	Lysobacter gummosus	10	37	NA
262543	Exiguobacterium sibiricum 255-15	NA	14	NA
262727	Haemophilus influenzae R2846	NA	297	NA
262768	Onion yellows phytoplasma OY-M	NA	1	NA
263	Francisella tularensis	13	3	13
263358	Verrucosispora maris AB-18-032	NA	16	NA
263819	Yersinia aleksiciae	7	3	NA
264	Francisella tularensis subsp. novicida	NA	2	NA
264198	Ralstonia eutropha JMP134	NA	25	NA
264199	Streptococcus thermophilus LMG 18311	NA	3	NA
264202	Chlamydia felis Fe/C-56	NA	1	NA
264445	Streptomyces hygroscopicus subsp. limoneus	NA	12	NA
264697	Bacillus muralis	12	26	NA
264730	Pseudomonas savastanoi pv. phaseolicola 1448A	NA	3	NA
264731	Prevotella ruminicola 23	NA	3657	NA
265	Paracoccus	NA	3	NA
265072	Methylobacillus flagellatus KT	NA	37	NA
265293	[Pseudomonas] mesoacidophila	1	25	NA
265570	Sulfurovum	NA	11	NA
265606	Rhodopirellula baltica	7	NA	NA
265960	Komagataeibacter nataicola	5	7	NA
266	Paracoccus denitrificans	2	NA	NA
266009	Methylovorus glucosotrophus	5	NA	NA
266117	Rubrobacter xylanophilus DSM 9941	NA	25	NA
266264	Cupriavidus metallidurans CH34	NA	22	NA
266265	Paraburkholderia xenovorans LB400	NA	32	NA
266779	Chelativorans sp. BNC1	6	10	NA
266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	NA	24	NA
267128	Sphingopyxis granuli	NA	14	NA
267748	Mycoplasma mobile 163K	NA	7	NA
267818	Lactobacillus kefiranofaciens	6	NA	NA
267889	Colwelliaceae	NA	3	NA
268739	Natronomonas moolapensis 8.8.11	NA	7	NA
268746	Prochlorococcus phage P-SSM2	NA	1	NA
269261	Nitratifractor salsuginis	3	NA	NA
269484	Ehrlichia canis str. Jake	NA	3	NA
269798	Cytophaga hutchinsonii ATCC 33406	NA	136	NA
269799	Geobacter metallireducens GS-15	NA	22	NA
269800	Thermobifida fusca YX	NA	17	NA
270	Thermus	NA	20	NA
2702	Gardnerella vaginalis	29	81	15
270351	Methylobacterium aquaticum	2	37	NA
271	Thermus aquaticus	6	NA	NA
271065	Methylomicrobium alcaliphilum	5	NA	NA
271097	Shewanella sediminis	8	NA	NA
271098	Shewanella halifaxensis	13	NA	NA
272123	Anabaena cylindrica PCC 7122	NA	14	NA
272131	Nostoc punctiforme	2	NA	NA
2724	Hirschia baltica	2	NA	NA
272556	Aggregatibacter actinomycetemcomitans HK1651	NA	75	NA
272558	Bacillus halodurans C-125	NA	34	NA
272559	Bacteroides fragilis NCTC 9343	NA	83	NA
272560	Burkholderia pseudomallei K96243	NA	20	NA
272564	Desulfitobacterium hafniense DCB-2	NA	16	NA
272567	Geobacillus stearothermophilus 10	NA	1	NA
272568	Gluconacetobacter diazotrophicus PA1 5	NA	16	NA
272623	Lactococcus lactis subsp. lactis Il1403	NA	39	NA
272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	NA	688	NA
272626	Listeria innocua Clip11262	NA	8	NA
272630	Methylobacterium extorquens AM1	NA	4	NA
272633	Mycoplasma penetrans HF-2	NA	22	NA
272634	Mycoplasma pneumoniae M129	NA	1	NA
272635	Mycoplasma pulmonis UAB CTIP	NA	6	NA
272831	Neisseria meningitidis FAM18	NA	8	NA
272844	Pyrococcus abyssi GE5	NA	8	NA
272942	Rhodobacter capsulatus SB 1003	NA	18	NA
273035	Spiroplasma kunkelii CR2-3x	NA	5	NA
273036	Staphylococcus aureus RF122	NA	7	NA
273063	Sulfolobus tokodaii str. 7	NA	10	NA
273068	Caldanaerobacter subterraneus subsp. tengcongensis MB4	NA	21	NA
273075	Thermoplasma acidophilum DSM 1728	NA	1	NA
273116	Thermoplasma volcanium GSS1	NA	5	NA
273121	Wolinella succinogenes DSM 1740	NA	13	NA
273133	Pseudomonas phage EL	NA	1	NA
273376	Sphaerochaeta coccoides	8	NA	NA
2734	Symbiobacterium thermophilum	2	NA	NA
273526	Serratia marcescens subsp. marcescens Db11	NA	2	NA
2737	Vagococcus	NA	10	NA
274	Thermus thermophilus	2	12	NA
2742	Marinobacter	NA	56	NA
2743	Marinobacter hydrocarbonoclasticus	15	7	15
274493	Chlorobium/Pelodictyon group	NA	33	NA
2745	Halomonas	NA	34	NA
274537	Chlorobaculum limnaeum	21	22	17
274539	Chlorobaculum parvum	13	NA	13
2747	Carnobacterium	NA	108	NA
2751	Carnobacterium maltaromaticum	27	NA	22
277	Meiothermus ruber	2	NA	NA
277988	Thermococcus thioreducens	NA	3	NA
278137	Mycobacterium gilvum Spyr1	NA	2	NA
278148	Mesorhizobium ciceri biovar biserrulae	NA	2	NA
278153	Mesorhizobium sp. WSM1497	1	7	NA
278197	Pediococcus pentosaceus ATCC 25745	NA	4	NA
279058	Collimonas arenae	14	14	NA
279113	Collimonas pratensis	24	23	20
279238	Novosphingobium aromaticivorans DSM 12444	NA	7	NA
279808	Staphylococcus haemolyticus JCSC1435	NA	2	NA
280	Xanthobacter autotrophicus	5	NA	NA
28025	Bifidobacterium animalis	6	14	NA
28026	Bifidobacterium pseudocatenulatum	4	NA	NA
28028	Corynebacterium flavescens	14	30	14
28031	Lysinibacillus fusiformis	5	5	NA
28035	Staphylococcus lugdunensis	14	80	14
28037	Streptococcus mitis	156713	42300	162988
28038	Lactobacillus curvatus	16	26	NA
28049	Acidothermus cellulolyticus	2	NA	NA
280505	Leptospira borgpetersenii serovar Ballum	NA	2	NA
28056	Micromonosporaceae	NA	9	NA
28065	Rhodoferax	NA	4	NA
28068	Rubrivivax gelatinosus	29	NA	20
28072	Nostoc sp. PCC 7524	NA	17	NA
28091	Neisseria weaveri	899	2894	877
28095	Burkholderia gladioli	22	30	18
28105	Sinorhizobium	NA	14	NA
28108	Alteromonas macleodii	26	7	23
281090	Leifsonia xyli subsp. xyli str. CTCB07	NA	5	NA
28110	Francisella philomiragia	6	24	NA
28112	Tannerella forsythia	8763	6813	8704
281120	Candidatus Amoebophilus asiaticus	9	NA	NA
28116	Bacteroides ovatus	181	718	159
28118	Odoribacter splanchnicus	313	NA	286
28123	Porphyromonas asaccharolytica	627	NA	598
28129	Prevotella denticola	3625	NA	3549
28131	Prevotella intermedia	9714	16640	9599
281310	Haemophilus influenzae 86-028NP	NA	100	NA
28132	Prevotella melaninogenica	73578	NA	73369
28141	Cronobacter sakazakii	13	NA	NA
28151	Serratia proteamaculans	17	NA	15
28173	Vibrio nigripulchritudo	13	19	12
28187	Acetohalobium arabaticum	6	NA	NA
28188	Capnocytophaga canimorsus	156	NA	170
28196	Arcobacter	NA	18	NA
28197	Arcobacter butzleri	7	14	NA
28199	Arcobacter nitrofigilis	12	NA	12
28209	Chelatococcus	NA	2	NA
28211	Alphaproteobacteria	NA	331	NA
28216	Betaproteobacteria	NA	2309	NA
28221	Deltaproteobacteria	NA	51	NA
28223	Desulfobacula toluolica	4	NA	NA
28227	Mycoplasma penetrans	8	NA	NA
28228	Colwellia	NA	27	NA
28229	Colwellia psychrerythraea	19	NA	16
28231	Geobacter	NA	59	NA
28232	Geobacter metallireducens	4	NA	NA
