Scientific Name,ID
[Pasteurella] mairii,757
Bergeriella denitrificans,494
Streptococcus macacae,1339
Dryophytes cinereus,8422
bovine gut metagenome,506599
Dokdonia,326319
Dokdonia donghaensis,326320
Staphylococcus lentus,42858
Staphylococcus cohnii,29382
Pseudomonas oleovorans,301
Achromobacter denitrificans,32002
Olea europaea,4146
Nematostella vectensis,45351
Ficedula albicollis,59894
Leptobrachium boringii,265040
Rodentia,9989
Bombyx mandarina,7092
Chlamydia sp.,35827
Actinobacillus equuli,718
Klebsiella,570
Streptococcus criceti,1333
Mycobacterium ulcerans,1809
Mycobacterium liflandii,261524
Pseudomonas mendocina,300
Staphylococcus saprophyticus subsp. saprophyticus,147452
Streptococcus sobrinus,1310
Streptococcus dysgalactiae subsp. dysgalactiae,99822
Streptomyces griseus,1911
Gadus ogac,8052
Human gammaherpesvirus 4,10376
Psoroptes ovis,83912
Betula nana,216990
Betula pubescens,38787
Staphylococcus schweitzeri,1654388
Staphylococcus argenteus,985002
Achromobacter spanius,217203
Citrobacter youngae,133448
Campylobacter sp.,205
Plasmodium falciparum 3D7,36329
bovine metagenome,1218275
Ferrisia virgata,223228
Pseudococcus longispinus,13233
Maconellicoccus hirsutus,177089
Enterococcus malodoratus,71451
Sphingobacterium spiritivorum,258
Pasteurella multocida subsp. gallicida,123812
Salmonella sp.,599
Mycobacterium tuberculosis complex,77643
Brugia malayi,6279
Bombina bombina,8345
Orcinus orca,9733
Amphicarpaea bracteata,45679
Iris fulva,92176
Contopus sordidulus,183522
Ipomoea batatas,4120
stomach metagenome,1284369
Meloidogyne graminicola,189291
Ambystoma mexicanum,8296
Zoysia matrella,38722
Tringa semipalmata,507600
viral metagenome,1070528
Erysipelotrichaceae bacterium DSM 29481,1775271
Pasteurella sp. DSM 28627,1775259
Clostridiaceae bacterium DSM 28593,1775272
Asaccharobacter sp. DSM 29508,1775258
Lachnospiraceae bacterium DSM 28559,1777751
Erysipelotrichaceae bacterium DSM 29487,1775270
Lachnospiraceae bacterium DSM 28560,1775269
Lachnospiraceae bacterium DSM 29489,1775268
Lachnospiraceae bacterium DSM 29486,1775267
Ruminococcaceae bacterium DSM 27579,1775266
Inga marginata,468147
Inga cinnamomea,670672
Inga cylindrica,1620951
Inga sapindoides,486078
Inga bourgonii,486052
Inga pezizifera,486075
Inga alba,668907
Inga sp. (morphotype T72),1620956
Inga umbellifera,486089
Inga alata,668906
Inga oerstediana,486073
Inga nouragensis,597308
Inga edulis,199163
Inga heterophylla,668910
Inga retinocarpa,1620954
Inga sp. (morphotype KD#25),1620955
Inga tenuistipula,486086
Inga capitata,486053
Inga punctata,247899
Zygia sp. 'mediana',1620957
Inga multijuga,486070
Inga stipularis,1186121
Inga auristellae,486050
Inga grandiflora,1620953
Inga ruiziana,486076
Inga vera,486092
Inga laurina,487684
Inga leiocalycina,486065
Inga setosa,486082
Inga huberi,597307
Inga thibaudiana,486087
Inga spectabilis,486084
Inga gracilifolia,688049
Inga nobilis,486071
Inga brevipes,668908
Inga cocleensis,486055
Inga brachystachys,597306
Inga goldmanii,486059
Inga acuminata,486047
Inga flagelliformis,1620952
Inga loubryana,1186118
Impatiens balsamina,63779
Bursaphelenchus xylophilus,6326
Ananas comosus,4615
Fagopyrum esculentum,3617
Latimeria chalumnae,7897
Brassica rapa,3711
Citrus maxima,37334
Citrus clementina,85681
Citrus aurantium,43166
Citrus aurantiifolia,159033
Citrus bergamia,380129
Citrus deliciosa,558547
Citrus limon,2708
Citrus medica,171251
Citrus x paradisi,37656
Citrus reshni,171252
Plutellidae,51653
Lymnaea stagnalis,6523
Channa punctata,304456
pig gut metagenome,1510822
Streptococcus,1301
Streptococcus canis,1329
Streptococcus equinus,1335
Klebsiella sp.,576
Cydonia oblonga,36610
Lynx lynx,13125
Bartonella quintana,803
Chryseobacterium gleum,250
Pristis pectinata,685728
Hyla intermedia,348533
Salix suchowensis,1278906
Streptococcus agalactiae FSL S3-128,1154791
Streptococcus agalactiae FSL S3-043,1154787
Streptococcus agalactiae SGBS030,1244106
Streptococcus agalactiae SGBS029,1244105
Streptococcus agalactiae SGBS027,1244104
Streptococcus agalactiae SGBS026,1244103
Streptococcus agalactiae SGBS025,1244102
Streptococcus agalactiae SGBS022,1244101
Streptococcus agalactiae SGBS021,1244100
Streptococcus agalactiae SGBS020,1244099
Streptococcus agalactiae SGBS016,1244098
Streptococcus agalactiae SGBS015,1244097
Streptococcus agalactiae SGBS014,1244096
Streptococcus agalactiae SGBS010,1244095
Streptococcus agalactiae SGBS007,1244094
Streptococcus agalactiae SGBS006,1244093
Streptococcus agalactiae SGBS005,1244092
Streptococcus agalactiae SGBS004,1244091
Streptococcus agalactiae SGBS003,1244090
Streptococcus agalactiae SGBS002,1244089
Streptococcus agalactiae SGBS001,1244088
Streptococcus agalactiae FSL S3-222,1154780
Solenopsis invicta,13686
Monomorium pharaonis,307658
Linepithema humile,83485
Brassica rapa subsp. pekinensis,51351
Nanorana parkeri,125878
Nipponia nippon,128390
Deinococcus radiodurans R1,243230
Alligator sinensis,38654
Drosophila suzukii,28584
Ursus maritimus,29073
Caldanaerobacter subterraneus subsp. tengcongensis MB4,273068
Elizabethkingia meningoseptica,238
Neisseria animalis,492
Sphingomonas paucimobilis,13689
Legionella wadsworthii,28088
Vibrio parahaemolyticus,670
Fusobacterium necrogenes,858
Legionella oakridgensis,29423
Legionella longbeachae,450
Vibrio mimicus,674
Actinobacillus pleuropneumoniae,715
Campylobacter lari,201
Dracunculus lutrae,520087
Dracunculus insignis,331418
Sphingobacterium multivorum,28454
Chryseobacterium indologenes,253
Chromobacterium violaceum,536
Coccinella septempunctata,41139
Adalia bipunctata,7084
Pongo abelii,9601
Pan paniscus,9597
Streptococcus porcinus,1340
Staphylococcus intermedius,1285
Streptococcus thermophilus,1308
Enterobacter sp.,42895
Trichuris trichiura,36087
Malus domestica,3750
Streptococcus viridans,78535
Streptococcus hyointestinalis,1337
Streptococcus ferus,1345
Dorea formicigenerans,39486
Blautia schinkii,180164
Eubacterium ventriosum,39496
Blautia luti,89014
[Clostridium] celerecrescens,29354
[Clostridium] polysaccharolyticum,29364
[Clostridium] xylanolyticum,29375
[Clostridium] spiroforme,29348
Bacteroides fragilis,817
Sutterella wadsworthensis,40545
Barnesiella intestinihominis,487174
Gemmiger formicilis,745368
[Clostridium] bolteae,208479
Alistipes onderdonkii,328813
Bacteroides stercoris,46506
Ruminococcus faecis,592978
[Clostridium] scindens,29347
Anaerostipes caccae,105841
Erysipelatoclostridium ramosum,1547
Enterobacter hormaechei,158836
Campylobacter fetus subsp. venerealis,32020
Arthrobacter sp.,1667
Dialister micraerophilus,309120
Gemella haemolysans,1379
Brevibacterium paucivorans,170994
Kytococcus schroeteri,138300
Actinotignum schaalii,59505
Lactobacillus sp.,1591
Bacillus infantis,324767
Actinomyces europaeus,66228
Globicatella sulfidifaciens,136093
Dermabacter hominis,36740
Gardnerella,2701
Lactobacillus vaginalis,1633
Actinomyces graevenitzii,55565
Actinomyces turicensis,131111
Microbacterium sp.,51671
Anaerococcus vaginalis,33037
Lactobacillus fermentum,1613
Gemella sanguinis,84135
Actinomyces naeslundii,1655
Aerococcus sanguinicola,119206
Campylobacter ureolyticus,827
Corynebacterium amycolatum,43765
Lactobacillus delbrueckii,1584
Escherichia virus Lambda,10710
Anopheles stephensi,30069
Xiphophorus cortezi,32472
Homo heidelbergensis,1425170
Venturia canescens,32260
Fagus sylvatica,28930
Hirundo rustica,43150
Vespertilio murinus,59485
snow metagenome,1263966
Armadillidium vulgare,13347
Bos indicus gudali,119909
Mus mattheyi,41270
Apodemus uralensis,134910
Raphanus sativus var. sativus,240228
mixed sample,1427524
mouse metagenome,1441287
Insecta,50557
Xiphophorus hellerii,8084
Anser anser,8843
Lethenteron reissneri,7753
urban metagenome,1591089
Vibrio fluvialis,676
Staphylococcus xylosus,1288
Ginkgo biloba,3311
Enterococcus cecorum,44008
Staphylococcus arlettae,29378
Acanthiza murina,117493
Tamiasciurus hudsonicus,10009
Prunus dulcis,3755
Prunus avium,42229
Prunus armeniaca,36596
Escherichia coli str. K-12 substr. MG1655,511145
metagenomes,408169
Potamotrygon falkneri,460153
Plasmodium sp.,31272
Acrocephalus schoenobaenus,52609
Staphylococcus chromogenes,46126
Staphylococcus hyicus,1284
Scleractinia,6125
Phoca vitulina,9720
Grallaria erythrotis,1753973
Erebia tyndarus,468193
Erebia cassioides,111900
Paraburkholderia fungorum,134537
Burkholderia contaminans,488447
Paraburkholderia caryophylli,28094
Paraburkholderia caribensis,75105
Paraburkholderia caledonica,134536
Burkholderia stabilis,95485
Paraburkholderia andropogonis,28092
Burkholderia diffusa,488732
Burkholderia pyrrocinia,60550
Burkholderia cepacia complex,87882
Burkholderia metallica,488729
Burkholderia dolosa,152500
Paraburkholderia mimosarum,312026
Burkholderia lata,482957
Burkholderia arboris,488730
Paraburkholderia tuberum,157910
Paraburkholderia terricola,169427
Paraburkholderia sacchari,159450
Terrabacter,53355
Yonghaparkia,355929
Nocardioides,1839
Phycicoccus,367298
Paenibacillus,44249
Arthrobacter,1663
Frateuria,70411
Rhodanobacter,75309
Bacillus,1386
Tetrasphaera,99479
Knoellia,136099
Janibacter,53457
Mycobacterium,1763
Agromyces,33877
Lysobacter,68
Ensifer,106591
Flavobacterium,237
Cellulomonas,1707
Oerskovia,162491
Pseudomonas,286
Achromobacter,222
Phenylobacterium,20
Rhizobium,379
Sphingomonas,13687
Acidovorax,12916
Mesorhizobium,68287
Devosia,46913
Altererythrobacter,361177
Bosea,85413
Streptomyces,1883
Pelomonas,335058
Caulobacter,75
Pseudoxanthomonas,83618
Microbacterium,33882
Brevundimonas,41275
Leifsonia,110932
Aeromicrobium,2040
Variovorax,34072
Angustibacter,908626
Massilia,149698
Rhizobacter,212743
Duganella,75654
Sphingopyxis,165697
Hydrogenophaga,47420
Noviherbaspirillum,1344552
Kitasatospora,2063
Pseudolabrys,556257
Nocardia,1817
Acinetobacter,469
Methylibium,316612
Afipia,1033
Aminobacter,31988
Methylobacterium,407
Aureimonas,414371
Methylophilus,16
Marmoricola,86795
Aurantimonas,182269
Frigoribacterium,96492
Chryseobacterium,59732
Ramlibacter,174951
Bradyrhizobium,374
Modestobacter,88138
Geodermatophilus,1860
Williamsia,85043
Agreia,110934
Deinococcus,1298
Plantibacter,190323
Frondihabitans,447237
Rathayibacter,33886
Rhodococcus,1827
Pseudorhodoferax,747294
Curtobacterium,2034
Xylophilus,54066
Pedobacter,84567
Exiguobacterium,33986
Dyadobacter,120831
Brevibacillus,55080
Burkholderia,32008
Xanthomonas,338
Stenotrophomonas,40323
Erwinia,551
Serratia,613
Sphingobium,165695
Sanguibacter,60919
Novosphingobium,165696
Coffea canephora,49390
Staphylococcus kloosii,29384
Paraburkholderia tropica,92647
Burkholderia seminalis,488731
Burkholderia plantarii,41899
Paraburkholderia phymatum,148447
Burkholderia latens,488446
Paraburkholderia kururiensis,984307
Paraburkholderia hospita,169430
Burkholderia glumae,337
Rhamphochromis esox,163638
Otopharynx lithobates,451872
Pallidochromis tokolosh,163636
Hemitilapia oxyrhyncha,445558
Stigmatochromis modestus,313994
Mylochromis ericotaenia,323785
Protomelas spilopterus,445503
Taeniolethrinops,163643
Taeniochromis holotaenia,323798
Stigmatochromis,120228
Plasmodium falciparum isolate WELLCOME,5848
Plasmodium falciparum V1,5847
Plasmodium falciparum T4/Thailand,5846
Plasmodium falciparum FCM17/Senegal,5845
Plasmodium falciparum NF54,5843
Plasmodium falciparum NF7/Ghana,5842
Plasmodium falciparum Mad20/Papua New Guinea,5841
Plasmodium falciparum LE5,5840
Plasmodium falciparum RO-33,5834
Staphylococcus delphini,53344
Eisenia fetida,6396
Myzus cerasi,93721
Rhopalosiphum padi,40932
Kuraishia capsulata,317047
Ovis orientalis,469796
Tragelaphus imberbis,9947
Elephas maximus,9783
Salmonella enterica subsp. enterica serovar Weltevreden,57743
Sesamum radiatum,300843
Sesamum indicum,4182
Labrus bergylta,56723
Calidris pugnax,198806
Clarias gariepinus,13013
Campylobacter hyointestinalis subsp. hyointestinalis,91352
Leishmania major x donovani,1097170
Leishmania major,5664
Sander lucioperca,283035
Panthera leo,9689
Herpetomonas megaseliae,5717
Staphylococcus sciuri subsp. sciuri,147467
Campylobacter fetus,196
Rothia mucilaginosa,43675
Fusobacterium nucleatum,851
Actinomyces radingae,131110
Trueperella bernardiae,59561
Pseudoglutamicibacter cumminsii,156979
Neisseria macacae,496
Actinomyces urogenitalis,103621
Kocuria rhizophila,72000
Prevotella buccalis,28127
Brevibacterium ravenspurgense,479117
Aerococcus christensenii,87541
Vicia villosa,3911
Vicia cracca,3905
Salmonella enterica subsp. enterica serovar Braenderup,149391
Leishmania braziliensis,5660
Vibrio sp.,678
uncultured eukaryote,100272
Lepisosteus oculatus,7918
Alcaligenes faecalis,511
Bordetella,517
Enterobacter cloacae subsp. cloacae ATCC 13047,716541
Citrobacter koseri,545
Acinetobacter sp.,472
Ancylobacter aquaticus,100
Amusium pleuronectes,158443
Streptococcus pyogenes serotype M1,301447
Salmonella enterica subsp. enterica serovar Poona,436295
Atlantibacter hermannii,565
Salmonella enterica subsp. enterica serovar Virchow,48409
Phrynosoma orbiculare,52576
Phrynosoma mcallii,159094
Phrynosoma goodei,348390
Daucus carota,4039
Coluber flagellum,94899
Coluber bilineatus,1651144
Coluber constrictor,8590
Coluber schotti,1651145
Coluber taeniatus,201383
Lotus japonicus,34305
Sus verrucosus,159856
Salmonella enterica subsp. enterica serovar Madelia,1160758
Plasmodium yoelii,5861
Campylobacter sp. RC11,1780363
Campylobacter geochelonis,1780362
Campylobacter sp. RC7,1780361
indoor metagenome,1256227
Colossoma macropomum,42526
Mangifera indica,29780
Vigna angularis,3914
Rotavirus,10912
Raoultella terrigena,577
Shimwellia blattae,563
Plasmodium relictum,85471
Trypanosoma brucei,5691
Serratia grimesii,82995
Clostridium sp.,1506
Serratia sp.,616
Lepidonotothen nudifrons,83203
unidentified phage,38018
Osmia bicornis,1437190
Heriades truncorum,549062
Daphnia magna,35525
Salmonella enterica subsp. houtenae,59205
Cronobacter universalis,535744
Mycoplasma pneumoniae FH,722438
Mycobacterium tuberculosis H37Rv,83332
Mycoplasma hominis ATCC 23114,347256
Onchocerca volvulus,6282
Oncorhynchus kisutch,8019
Leishmania tropica,5666
Escherichia,561
Leishmania mexicana,5665
Mycoplasma amphoriforme A39,572419
Phaseolus vulgaris var. aborigineus,419294
Trachemys scripta,34903
Sphingobacterium daejeonense,371142
Staphylococcus haemolyticus,1283
Providencia rustigianii,158850
Serratia quinivorans,137545
Cedecea lapagei,158823
Plasmodium knowlesi,5850
Alcolapia alcalica,40169
Alcolapia latilabris,87888
Oreochromis amphimelas,87884
Alcolapia grahami,87886
Alcolapia ndalalani,87887
Influenza B virus,11520
bacterial mixed DNA library,1303873
Plasmodium cynomolgi,5827
Kluyvera intermedia,61648
Candida albicans,5476
Bombus terrestris audax,1255228
Salmonella enterica subsp. diarizonae,59204
Salmonella enterica subsp. arizonae,59203
Staphylococcus caprae,29380
Staphylococcus gallinarum,1293
Staphylococcus auricularis,29379
unidentified virus,1214906
Canis lupus,9612
Tragelaphus strepsiceros,9946
Trichuris muris,70415
Rhipicephalus sanguineus,34632
Mammuthus primigenius,37349
Acinetobacter sp. ADP1,62977
Neisseria weaveri,28091
Klebsiella pneumoniae subsp. pneumoniae,72407
Enterobacteriaceae,543
Acyrthosiphon pisum,7029
Ochrobactrum intermedium,94625
Ochrobactrum anthropi,529
Vibrio vulnificus,672
Vibrio cincinnatiensis,675
Vibrio,662
Chryseobacterium shigense,297244
Chryseobacterium indoltheticum,254
Legionella sainthelensi,28087
Legionella hackeliae,449
Citrobacter,544
Citrobacter sedlakii,67826
Stenotrophomonas sp.,69392
Lucilia sericata,13632
Legionella cherrii,28084
Staphylococcus schleiferi,1295
Brucella abortus,235
Pinus mugo subsp. x rotundata,689842
Pinus mugo subsp. uncinata,38864
Pinus mugo,28528
Brucella ceti,120577
Brucella suis,29461
Brucella sp.,52132
Actinobacillus ureae,723
Helicobacter pylori,210
Agrobacterium tumefaciens,358
Brachyspira pilosicoli,52584
Aggregatibacter,416916
Pasteurella bettyae,752
Avibacterium volantium,762
Bacillus licheniformis,1402
Campylobacter,194
Phage M13mp18,28360
Aggregatibacter actinomycetemcomitans,714
Astatotilapia,8152
Homo sapiens ssp. Denisova,741158
Mycoplasma hyopneumoniae 232,295358
Yersinia enterocolitica subsp. enterocolitica,150052
Salmonella enterica subsp. enterica serovar Goldcoast,260678
Streptococcus pseudopneumoniae,257758
Fossorochromis rostratus,137271
Andinoacara coeruleopunctatus,318583
Aulonocara stuartgranti,286572
Placidochromis,28821
Mylochromis lateristriga,120215
Tropheops tropheops,95543
Diplotaxodon macrops,163624
Iodotropheus sprengerae,57305
Genyochromis mento,57303
Cyathochromis obliquidens,57301
Alticorpus,163611
Cynotilapia,205485
Aulonocara,27780
Aulonocara sp. 'yellow',163614
Copadichromis borleyi,163616
Cynotilapia afra,205486
Diplotaxodon cf. macrops 'black dorsal',407099
Dimidiochromis compressiceps,106584
Aulonocara sp. 'gold',163613
Ctenopharynx,323767
Champsochromis,32495
Ctenopharynx intermedius,323768
Chilotilapia rhoadesii,323764
Copadichromis trimaculatus,451848
Otopharynx speciosus,163630
Chlamydia trachomatis L2b/UCH-1/proctitis,471473
Serratia rubidaea,61652
Ficedula hyperythra,393709
Strongyloides venezuelensis,75913
Strongyloides papillosus,174720
Strongyloides stercoralis,6248
Tatumella ptyseos,82987
Klebsiella pneumoniae subsp. ozaenae,574
Mus musculus bactrianus,35531
Synechococcus sp. WH 8103,29410
Salmonella enterica subsp. salamae,59202
Equus kiang,94398
Equus hemionus,9794
freshwater metagenome,449393
Rattus andamanensis,69077
Providencia rettgeri,587
Serratia plymuthica,82996
Providencia stuartii,588
Pluralibacter gergoviae,61647
Edwardsiella tarda,636
Plesiomonas shigelloides,703
Providencia alcalifaciens,126385
Populus balsamifera,73824
Pantoea agglomerans,549
Hafnia alvei,569
Solanum nigrum,4112
Lama glama,9844
Emiliania huxleyi,2903
Ficedula hypoleuca,46689
Ixodes scapularis,6945
Leminorella grimontii,82981
Shigella boydii,621
Shigella flexneri 6,424719
Shigella flexneri 1b,41434
Shigella sp.,625
Leishmania braziliensis species complex,37617
Leishmania peruviana,5681
Bacillus subtilis subsp. subtilis str. 168,224308
Lactococcus lactis subsp. cremoris MG1363,416870
Escherichia vulneris,566
Pipistrellus pygmaeus,246814
Rhynchophorus ferrugineus,354439
Bacillus subtilis,1423
Shigella flexneri 3a,424717
Daucus carota subsp. sativus,79200
Brassica rapa subsp. rapa,51350
Brassica oleracea var. capitata,3716
Brassica napus var. napus,138011
Diplotaxis tenuifolia,264416
Citrobacter amalonaticus,35703
Escherichia fergusonii,564
Lelliottia amnigena,61646
Serratia odorifera,618
Leclercia adecarboxylata,83655
Kluyvera cryocrescens,580
Staphylococcus leei,427272
Moellerella wisconsensis,158849
Enterobacter cancerogenus,69218
Cedecea neteri,158822
Shigella flexneri Y,424720
Shigella flexneri 5,373383
Shigella flexneri 1a,374923
Shigella flexneri 3b,435321
Shigella flexneri 4a,984898
Kareius bicoloratus,143345
Amphilophus citrinellus,61819
Amphilophus labiatus,61820
Amphilophus zaliosus,281253
Cronobacter sakazakii,28141
Ewingella americana,41202
Budvicia aquatica,82979
Salmonella enterica subsp. indica,59207
Proteus penneri,102862
Leminorella richardii,158841
Piaractus mesopotamicus,42528
Haplobothrium globuliforme,108250
Atractolytocestus huronensis,507542
activated sludge metagenome,942017
Gorilla beringei beringei,1159185
Gorilla beringei graueri,46359
Betacoronavirus,694002
Lactobacillus plantarum,1590
Lactobacillus salivarius,1624
Lactobacillus oris,1632
Lactobacillus mucosae,97478
Lactobacillus parabuchneri,152331
Lactobacillus buchneri,1581
Lactobacillus casei,1582
Xenotilapia melanogenys,559345
Xenotilapia leptura,559344
Cyprichromis coloratus,559343
Benthochromis horii,559342
Trichophyton sp. IFM 41172,559341
Rosa clinophylla var. glabra,559339
Rosa clinophylla var. clinophylla,559338
Rosa clinophylla,559337
Linum grandiflorum,559336
Pseudomonas sp. DRJS2,559335
Alcaligenes sp. DRJS1,559334
Achromobacter sp. DRJS3,559333
Rhizobium sp. CCNWXJ16-1,559332
Mesorhizobium sp. CCNWXJ35-1,559330
Mesorhizobium sp. CCNWX12-2,559325
Mesorhizobium sp. CCNWAX45-1,559324
Mesorhizobium sp. CCNWAX25-1,559322
Mesorhizobium sp. CCNWYC131,559319
Mesorhizobium sp. CCNWYC116,559316
Mesorhizobium robiniae,559315
Alpheus cf. malleator CRH-2008,559312
Alpheus cf. bouvieri CRH-2008,559311
Anisakis sp. MP-2005,559310
Anisakis sp. HC-2005,559309
Zygosaccharomyces rouxii CBS 732,559307
Ustilago maydis FB1,559306
Trichophyton rubrum CBS 118892,559305
Millerozyma farinosa CBS 7064,559304
Ogataea polymorpha RB11,559303
Ogataea polymorpha CBS 4732,559302
Lactobacillus gasseri MV-22,559301
Candida tropicalis CBS 94,559300
Candida albicans 1161,559299
Blastomyces dermatitidis ER-3,559297
Kluyveromyces marxianus CBS 712,559296
Lachancea thermotolerans CBS 6340,559295
Uranotaenia unguiculata,559294
Lishizhenia,559293
Echinococcus multilocularis,6211
Echinococcus granulosus,6210
Hymenolepis microstoma,85433
Austrobilharzia variglandis,100588
Strongyloides ratti,34506
Melitaea cinxia,113334
Brucella canis,36855
Nocardia farcinica,37329
Mycobacterium smegmatis,1772
Schistosoma mattheei,31246
Schistosoma intercalatum,6187
Schistosoma bovis,6184
Schistosoma guineensis,393876
Halicephalobus gingivalis,114868
Parastrongyloides trichosuri,131310
Heliconius melpomene melpomene,171917
Heliconius numata aurora,884339
Heliconius,33416
Heliconius cydno chioneus,171915
Dicrocoelium dendriticum,57078
Elaeophora elaphi,1147741
Trichobilharzia regenti,157069
Neisseria sp.,192066
Cervus elaphus,9860
Zea mays,4577
Buteo buteo,30397
Francisella tularensis,263
Oreochromis mossambicus,8127
Fragaria vesca,57918
Capra aegagrus,9923
Ovis vignei,59896
Chiloscyllium griseum,586796
Fusobacterium nucleatum subsp. polymorphum,76857
Wolbachia,953
Schistocephalus solidus,70667
Staphylococcus sciuri,1296
Teleogryllus oceanicus,128161
Bos indicus,9915
Mycoplasma genitalium,2097
Mycoplasma genitalium M6320,662945
Mycoplasma genitalium M2321,663918
Mycoplasma genitalium G37,243273
Mycoplasma genitalium M6282,662946
Serratia liquefaciens,614
Lactobacillus gastricus,227942
Lactobacillus helveticus,1587
Lactobacillus antri,227943
Weissella confusa,1583
Lactobacillus sucicola,519050
Macrobilharzia macrobilharzia,307263
Griphobilharzia amoena,322592
Sanguinicola cf. inermis,232606
Gorilla beringei,499232
Brucella pinnipedialis,120576
Hemibagrus nemurus,156983
Lactobacillus homohiochii,33961
Lactobacillus aviarius subsp. araffinosus,147809
Respiratory syncytial virus,12814
Plasmodium berghei ANKA,5823
Lactobacillus ruminis,1623
Weissella minor,1620
Lactobacillus zymae,267363
Olsenella uli,133926
Lactobacillus satsumensis,259059
Lactobacillus saniviri,931533
Lactobacillus sakei subsp. carnosus,214325
Lactobacillus rossiae,231049
Lactobacillus rennini,238013
Lactobacillus pontis,35787
Lactobacillus pobuzihii,449659
Lactobacillus paucivorans,616990
Lactobacillus paraplantarum,60520
Lactobacillus paralimentarius,83526
Lactobacillus parakefiri,152332
Lactobacillus paracollinoides,240427
Lactobacillus paracasei subsp. tolerans,113557
Lactobacillus parabrevis,357278
Lactobacillus panis,47493
Lactobacillus ozensis,866801
Lactobacillus odoratitofui,480930
Lactobacillus nantensis,305793
Lactobacillus namurensis,380393
Lactobacillus kunkeei,148814
Lactobacillus harbinensis,304207
Lactobacillus fructivorans,1614
Lactobacillus dextrinicus,51664
Lactobacillus delbrueckii subsp. indicus,249265
Lactobacillus delbrueckii subsp. lactis,29397
Lactobacillus delbrueckii subsp. delbrueckii,83684
Lactobacillus concavus,287844
Lactobacillus collinoides,33960
Lactobacillus ceti,395085
Lactobacillus cacaonum,483012
Lactobacillus acidipiscis,89059
Lactobacillus apodemi,307126
Lactobacillus algidus,105612
Carnobacterium maltaromaticum,2751
Atopobium minutum,1381
Trichobilharzia szidati,157070
Leucaena leucocephala,3866
Hexaprotodon liberiensis,56798
Plodia interpunctella,58824
Salmonella enterica subsp. enterica serovar Naestved,71517
Giardia intestinalis,5741
Schizosaccharomyces pombe 972h-,284812
unidentified retrovirus,31931
Aegilops tauschii,37682
Bacillus sp. 27,593087
Allobilharzia visceralis,431770
Burkholderia thailandensis,57975
Hypophthalmichthys nobilis,7965
Thermobia domestica,89055
Dictyocaulus viviparus,29172
Chlamydomonas reinhardtii,3055
Globodera pallida,36090
Enterococcus raffinosus,71452
Lactobacillus amylophilus,1603
Lactobacillus amylotrophicus,376807
Lactobacillus kefiranofaciens subsp. kefirgranum,190906
Lactobacillus acidifarinae,267364
Lactobacillus hammesii,267633
Fructobacillus fructosus,1631
Lactobacillus diolivorans,179838
Lactobacillus fuchuensis,164393
Weissella kandleri,1616
Lactobacillus lindneri,53444
Lactobacillus fabifermentans,483011
Lactobacillus equigenerosi,417373
Lactobacillus alimentarius,1602
Lactobacillus camelliae,381742
Weissella halotolerans,1615
Lactobacillus farraginis,390841
Lactobacillus vaccinostercus,176291
Lactobacillus sakei subsp. sakei,214326
Lactobacillus composti,398555
Lactobacillus kefiri,33962
Lactobacillus hayakitensis,396716
Lactobacillus manihotivorans,88233
Lactobacillus capillatus,480931
Lactobacillus animalis,1605
Kandleria vitulina,1630
Weissella viridescens,1629
Lactobacillus uvarum,303240
Lactobacillus tucceti,238012
Lactobacillus ingluviei,148604
Lactobacillus thailandensis,381741
Lactobacillus taiwanensis,508451
Lactobacillus sunkii,481719
Lactobacillus spicheri,216463
Lactobacillus similis,414682
Lactobacillus siliginis,348151
Lactobacillus sharpeae,1626
Lactobacillus senmaizukei,431273
Lactobacillus senioris,931534
Lactobacillus secaliphilus,396268
Lactococcus lactis subsp. lactis,1360
Lactobacillus mali,1618
Lactobacillus selangorensis,81857
Lactobacillus aviarius subsp. aviarius,147810
Lactobacillus frumenti,104955
Lactobacillus graminis,60519
Lactobacillus acetotolerans,1600
Lactobacillus delbrueckii subsp. bulgaricus,1585
Lactobacillus hordei,468911
Lactobacillus mindensis,167481
Atopobium rimae,1383
Lactobacillus plantarum subsp. argentoratensis,271881
Lactobacillus psittaci,116089
Lactobacillus perolens,100468
Lactobacillus oligofermentans,293371
Lactobacillus nasuensis,944671
Lactobacillus rapi,481723
Lactobacillus oeni,303241
Lactobacillus nodensis,460870
Lactobacillus otakiensis,481720
Lactobacillus kitasatonis,237446
Lactobacillus kalixensis,227944
Lactobacillus intestinalis,151781
Lactobacillus equi,137357
Lactobacillus gallinarum,52242
Lactobacillus hamsteri,96565
Lactobacillus pantheris,171523
Lactobacillus nagelii,82688
Lactobacillus murinus,1622
Lactobacillus amylovorus,1604
Lactobacillus ghanensis,399370
Lactobacillus agilis,1601
Lactobacillus futsaii,938155
Lactobacillus aquaticus,392566
Lactobacillus fornicalis,88164
Lactobacillus crustorum,392416
Lactobacillus brantae,943673
Lactobacillus floricola,679249
Staphylococcus carnosus,1281
Chlamydia muridarum str. Nigg,243161
Murine norovirus,357231
Eidolon helvum,77214
Chiroptera,9397
Dugesia japonica,6161
Glossina morsitans,7394
Plasmodium vinckei brucechwatti,119398
Plasmodium vinckei petteri,138298
Plasmodium yoelii killicki,283801
Hepatitis E virus,12461
Miscanthus sinensis,62337
Lygus hesperus,30085
Aphelocoma sumichrasti,247970
Bufotes viridis,30338
Sinonovacula constricta,98310
Vulpes lagopus,494514
Tursiops truncatus,9739
